tx_id,payload_size,prompt_length,response_length,sample_index,batch_size,full_bytes,compact_bytes,saved_bytes,byte_reduction_ratio,full_onchain_calldata_total_gas,full_onchain_calldata_amortized_gas,full_onchain_calldata_reduction_ratio,compact_external_da_total_gas,compact_external_da_amortized_gas,compact_external_da_reduction_ratio,compact_eip4844_like_total_gas,compact_eip4844_like_amortized_gas,compact_eip4844_like_reduction_ratio,compact_modular_da_sampling_total_gas,compact_modular_da_sampling_amortized_gas,compact_modular_da_sampling_reduction_ratio
cost-p128-q64-s29,128,64,128,29,1000,2035,406,1629,0.8004914004914004,32560.0,32.56,0.0,10973.0,10.973,0.6629914004914005,8327.5,8.3275,0.7442414004914005,7411.75,7.41175,0.7723664004914005
cost-p128-q64-s30,128,64,128,30,1,1331,406,925,0.6949661908339594,21296.0,21296.0,0.0,9424.2,9424.2,0.5574661908339594,7693.9,7693.9,0.6387161908339595,7094.95,7094.95,0.6668411908339594
cost-p128-q64-s30,128,64,128,30,10,1331,406,925,0.6949661908339594,21296.0,2129.6,0.0,9424.2,942.4200000000001,0.5574661908339594,7693.9,769.39,0.6387161908339595,7094.95,709.495,0.6668411908339594
cost-p128-q64-s30,128,64,128,30,100,1331,406,925,0.6949661908339594,21296.0,212.96,0.0,9424.2,94.242,0.5574661908339594,7693.9,76.939,0.6387161908339595,7094.95,70.9495,0.6668411908339594
cost-p128-q64-s30,128,64,128,30,1000,1331,406,925,0.6949661908339594,21296.0,21.296,0.0,9424.2,9.4242,0.5574661908339594,7693.9,7.693899999999999,0.6387161908339595,7094.95,7.09495,0.6668411908339594
cost-p128-q64-s31,128,64,128,31,1,1507,406,1101,0.7305905773059058,24112.0,24112.0,0.0,9811.4,9811.4,0.5930905773059058,7852.3,7852.3,0.6743405773059058,7174.15,7174.15,0.7024655773059058
cost-p128-q64-s31,128,64,128,31,10,1507,406,1101,0.7305905773059058,24112.0,2411.2,0.0,9811.4,981.14,0.5930905773059058,7852.3,785.23,0.6743405773059058,7174.15,717.415,0.7024655773059058
cost-p128-q64-s31,128,64,128,31,100,1507,406,1101,0.7305905773059058,24112.0,241.12,0.0,9811.4,98.11399999999999,0.5930905773059058,7852.3,78.523,0.6743405773059058,7174.15,71.7415,0.7024655773059058
cost-p128-q64-s31,128,64,128,31,1000,1507,406,1101,0.7305905773059058,24112.0,24.112,0.0,9811.4,9.811399999999999,0.5930905773059058,7852.3,7.8523000000000005,0.6743405773059058,7174.15,7.17415,0.7024655773059058
cost-p128-q64-s32,128,64,128,32,1,1683,406,1277,0.7587641117052881,26928.0,26928.0,0.0,10198.6,10198.6,0.6212641117052883,8010.7,8010.7,0.7025141117052881,7253.35,7253.35,0.7306391117052883
cost-p128-q64-s32,128,64,128,32,10,1683,406,1277,0.7587641117052881,26928.0,2692.8,0.0,10198.6,1019.86,0.6212641117052883,8010.7,801.0699999999999,0.7025141117052881,7253.35,725.335,0.7306391117052883
cost-p128-q64-s32,128,64,128,32,100,1683,406,1277,0.7587641117052881,26928.0,269.28,0.0,10198.6,101.986,0.6212641117052883,8010.7,80.107,0.7025141117052881,7253.35,72.5335,0.7306391117052883
cost-p128-q64-s32,128,64,128,32,1000,1683,406,1277,0.7587641117052881,26928.0,26.928,0.0,10198.6,10.1986,0.6212641117052883,8010.7,8.0107,0.7025141117052881,7253.35,7.25335,0.7306391117052883
cost-p128-q64-s33,128,64,128,33,1,1859,406,1453,0.7816030123722432,29744.0,29744.0,0.0,10585.8,10585.8,0.6441030123722432,8169.1,8169.1,0.7253530123722431,7332.55,7332.55,0.7534780123722432
cost-p128-q64-s33,128,64,128,33,10,1859,406,1453,0.7816030123722432,29744.0,2974.4,0.0,10585.8,1058.58,0.6441030123722432,8169.1,816.9100000000001,0.7253530123722431,7332.55,733.255,0.7534780123722432
cost-p128-q64-s33,128,64,128,33,100,1859,406,1453,0.7816030123722432,29744.0,297.44,0.0,10585.8,105.85799999999999,0.6441030123722432,8169.1,81.691,0.7253530123722431,7332.55,73.3255,0.7534780123722432
cost-p128-q64-s33,128,64,128,33,1000,1859,406,1453,0.7816030123722432,29744.0,29.744,0.0,10585.8,10.585799999999999,0.6441030123722432,8169.1,8.1691,0.7253530123722431,7332.55,7.33255,0.7534780123722432
cost-p128-q64-s34,128,64,128,34,1,2035,406,1629,0.8004914004914004,32560.0,32560.0,0.0,10973.0,10973.0,0.6629914004914005,8327.5,8327.5,0.7442414004914005,7411.75,7411.75,0.7723664004914005
cost-p128-q64-s34,128,64,128,34,10,2035,406,1629,0.8004914004914004,32560.0,3256.0,0.0,10973.0,1097.3,0.6629914004914005,8327.5,832.75,0.7442414004914005,7411.75,741.175,0.7723664004914005
cost-p128-q64-s34,128,64,128,34,100,2035,406,1629,0.8004914004914004,32560.0,325.6,0.0,10973.0,109.73,0.6629914004914005,8327.5,83.275,0.7442414004914005,7411.75,74.1175,0.7723664004914005
cost-p128-q64-s34,128,64,128,34,1000,2035,406,1629,0.8004914004914004,32560.0,32.56,0.0,10973.0,10.973,0.6629914004914005,8327.5,8.3275,0.7442414004914005,7411.75,7.41175,0.7723664004914005
cost-p128-q64-s35,128,64,128,35,1,1331,406,925,0.6949661908339594,21296.0,21296.0,0.0,9424.2,9424.2,0.5574661908339594,7693.9,7693.9,0.6387161908339595,7094.95,7094.95,0.6668411908339594
cost-p128-q64-s35,128,64,128,35,10,1331,406,925,0.6949661908339594,21296.0,2129.6,0.0,9424.2,942.4200000000001,0.5574661908339594,7693.9,769.39,0.6387161908339595,7094.95,709.495,0.6668411908339594
cost-p128-q64-s35,128,64,128,35,100,1331,406,925,0.6949661908339594,21296.0,212.96,0.0,9424.2,94.242,0.5574661908339594,7693.9,76.939,0.6387161908339595,7094.95,70.9495,0.6668411908339594
cost-p128-q64-s35,128,64,128,35,1000,1331,406,925,0.6949661908339594,21296.0,21.296,0.0,9424.2,9.4242,0.5574661908339594,7693.9,7.693899999999999,0.6387161908339595,7094.95,7.09495,0.6668411908339594
cost-p128-q64-s36,128,64,128,36,1,1507,406,1101,0.7305905773059058,24112.0,24112.0,0.0,9811.4,9811.4,0.5930905773059058,7852.3,7852.3,0.6743405773059058,7174.15,7174.15,0.7024655773059058
cost-p128-q64-s36,128,64,128,36,10,1507,406,1101,0.7305905773059058,24112.0,2411.2,0.0,9811.4,981.14,0.5930905773059058,7852.3,785.23,0.6743405773059058,7174.15,717.415,0.7024655773059058
cost-p128-q64-s36,128,64,128,36,100,1507,406,1101,0.7305905773059058,24112.0,241.12,0.0,9811.4,98.11399999999999,0.5930905773059058,7852.3,78.523,0.6743405773059058,7174.15,71.7415,0.7024655773059058
cost-p128-q64-s36,128,64,128,36,1000,1507,406,1101,0.7305905773059058,24112.0,24.112,0.0,9811.4,9.811399999999999,0.5930905773059058,7852.3,7.8523000000000005,0.6743405773059058,7174.15,7.17415,0.7024655773059058
cost-p128-q64-s37,128,64,128,37,1,1683,406,1277,0.7587641117052881,26928.0,26928.0,0.0,10198.6,10198.6,0.6212641117052883,8010.7,8010.7,0.7025141117052881,7253.35,7253.35,0.7306391117052883
cost-p128-q64-s37,128,64,128,37,10,1683,406,1277,0.7587641117052881,26928.0,2692.8,0.0,10198.6,1019.86,0.6212641117052883,8010.7,801.0699999999999,0.7025141117052881,7253.35,725.335,0.7306391117052883
cost-p128-q64-s37,128,64,128,37,100,1683,406,1277,0.7587641117052881,26928.0,269.28,0.0,10198.6,101.986,0.6212641117052883,8010.7,80.107,0.7025141117052881,7253.35,72.5335,0.7306391117052883
cost-p128-q64-s37,128,64,128,37,1000,1683,406,1277,0.7587641117052881,26928.0,26.928,0.0,10198.6,10.1986,0.6212641117052883,8010.7,8.0107,0.7025141117052881,7253.35,7.25335,0.7306391117052883
cost-p128-q64-s38,128,64,128,38,1,1859,406,1453,0.7816030123722432,29744.0,29744.0,0.0,10585.8,10585.8,0.6441030123722432,8169.1,8169.1,0.7253530123722431,7332.55,7332.55,0.7534780123722432
cost-p128-q64-s38,128,64,128,38,10,1859,406,1453,0.7816030123722432,29744.0,2974.4,0.0,10585.8,1058.58,0.6441030123722432,8169.1,816.9100000000001,0.7253530123722431,7332.55,733.255,0.7534780123722432
cost-p128-q64-s38,128,64,128,38,100,1859,406,1453,0.7816030123722432,29744.0,297.44,0.0,10585.8,105.85799999999999,0.6441030123722432,8169.1,81.691,0.7253530123722431,7332.55,73.3255,0.7534780123722432
cost-p128-q64-s38,128,64,128,38,1000,1859,406,1453,0.7816030123722432,29744.0,29.744,0.0,10585.8,10.585799999999999,0.6441030123722432,8169.1,8.1691,0.7253530123722431,7332.55,7.33255,0.7534780123722432
cost-p128-q64-s39,128,64,128,39,1,2035,406,1629,0.8004914004914004,32560.0,32560.0,0.0,10973.0,10973.0,0.6629914004914005,8327.5,8327.5,0.7442414004914005,7411.75,7411.75,0.7723664004914005
cost-p128-q64-s39,128,64,128,39,10,2035,406,1629,0.8004914004914004,32560.0,3256.0,0.0,10973.0,1097.3,0.6629914004914005,8327.5,832.75,0.7442414004914005,7411.75,741.175,0.7723664004914005
cost-p128-q64-s39,128,64,128,39,100,2035,406,1629,0.8004914004914004,32560.0,325.6,0.0,10973.0,109.73,0.6629914004914005,8327.5,83.275,0.7442414004914005,7411.75,74.1175,0.7723664004914005
cost-p128-q64-s39,128,64,128,39,1000,2035,406,1629,0.8004914004914004,32560.0,32.56,0.0,10973.0,10.973,0.6629914004914005,8327.5,8.3275,0.7442414004914005,7411.75,7.41175,0.7723664004914005
cost-p128-q64-s40,128,64,128,40,1,1331,406,925,0.6949661908339594,21296.0,21296.0,0.0,9424.2,9424.2,0.5574661908339594,7693.9,7693.9,0.6387161908339595,7094.95,7094.95,0.6668411908339594
cost-p128-q64-s40,128,64,128,40,10,1331,406,925,0.6949661908339594,21296.0,2129.6,0.0,9424.2,942.4200000000001,0.5574661908339594,7693.9,769.39,0.6387161908339595,7094.95,709.495,0.6668411908339594
cost-p128-q64-s40,128,64,128,40,100,1331,406,925,0.6949661908339594,21296.0,212.96,0.0,9424.2,94.242,0.5574661908339594,7693.9,76.939,0.6387161908339595,7094.95,70.9495,0.6668411908339594
cost-p128-q64-s40,128,64,128,40,1000,1331,406,925,0.6949661908339594,21296.0,21.296,0.0,9424.2,9.4242,0.5574661908339594,7693.9,7.693899999999999,0.6387161908339595,7094.95,7.09495,0.6668411908339594
cost-p128-q64-s41,128,64,128,41,1,1507,406,1101,0.7305905773059058,24112.0,24112.0,0.0,9811.4,9811.4,0.5930905773059058,7852.3,7852.3,0.6743405773059058,7174.15,7174.15,0.7024655773059058
cost-p128-q64-s41,128,64,128,41,10,1507,406,1101,0.7305905773059058,24112.0,2411.2,0.0,9811.4,981.14,0.5930905773059058,7852.3,785.23,0.6743405773059058,7174.15,717.415,0.7024655773059058
cost-p128-q64-s41,128,64,128,41,100,1507,406,1101,0.7305905773059058,24112.0,241.12,0.0,9811.4,98.11399999999999,0.5930905773059058,7852.3,78.523,0.6743405773059058,7174.15,71.7415,0.7024655773059058
cost-p128-q64-s41,128,64,128,41,1000,1507,406,1101,0.7305905773059058,24112.0,24.112,0.0,9811.4,9.811399999999999,0.5930905773059058,7852.3,7.8523000000000005,0.6743405773059058,7174.15,7.17415,0.7024655773059058
cost-p128-q64-s42,128,64,128,42,1,1683,406,1277,0.7587641117052881,26928.0,26928.0,0.0,10198.6,10198.6,0.6212641117052883,8010.7,8010.7,0.7025141117052881,7253.35,7253.35,0.7306391117052883
cost-p128-q64-s42,128,64,128,42,10,1683,406,1277,0.7587641117052881,26928.0,2692.8,0.0,10198.6,1019.86,0.6212641117052883,8010.7,801.0699999999999,0.7025141117052881,7253.35,725.335,0.7306391117052883
cost-p128-q64-s42,128,64,128,42,100,1683,406,1277,0.7587641117052881,26928.0,269.28,0.0,10198.6,101.986,0.6212641117052883,8010.7,80.107,0.7025141117052881,7253.35,72.5335,0.7306391117052883
cost-p128-q64-s42,128,64,128,42,1000,1683,406,1277,0.7587641117052881,26928.0,26.928,0.0,10198.6,10.1986,0.6212641117052883,8010.7,8.0107,0.7025141117052881,7253.35,7.25335,0.7306391117052883
cost-p128-q64-s43,128,64,128,43,1,1859,406,1453,0.7816030123722432,29744.0,29744.0,0.0,10585.8,10585.8,0.6441030123722432,8169.1,8169.1,0.7253530123722431,7332.55,7332.55,0.7534780123722432
cost-p128-q64-s43,128,64,128,43,10,1859,406,1453,0.7816030123722432,29744.0,2974.4,0.0,10585.8,1058.58,0.6441030123722432,8169.1,816.9100000000001,0.7253530123722431,7332.55,733.255,0.7534780123722432
cost-p128-q64-s43,128,64,128,43,100,1859,406,1453,0.7816030123722432,29744.0,297.44,0.0,10585.8,105.85799999999999,0.6441030123722432,8169.1,81.691,0.7253530123722431,7332.55,73.3255,0.7534780123722432
cost-p128-q64-s43,128,64,128,43,1000,1859,406,1453,0.7816030123722432,29744.0,29.744,0.0,10585.8,10.585799999999999,0.6441030123722432,8169.1,8.1691,0.7253530123722431,7332.55,7.33255,0.7534780123722432
cost-p128-q64-s44,128,64,128,44,1,2035,406,1629,0.8004914004914004,32560.0,32560.0,0.0,10973.0,10973.0,0.6629914004914005,8327.5,8327.5,0.7442414004914005,7411.75,7411.75,0.7723664004914005
cost-p128-q64-s44,128,64,128,44,10,2035,406,1629,0.8004914004914004,32560.0,3256.0,0.0,10973.0,1097.3,0.6629914004914005,8327.5,832.75,0.7442414004914005,7411.75,741.175,0.7723664004914005
cost-p128-q64-s44,128,64,128,44,100,2035,406,1629,0.8004914004914004,32560.0,325.6,0.0,10973.0,109.73,0.6629914004914005,8327.5,83.275,0.7442414004914005,7411.75,74.1175,0.7723664004914005
cost-p128-q64-s44,128,64,128,44,1000,2035,406,1629,0.8004914004914004,32560.0,32.56,0.0,10973.0,10.973,0.6629914004914005,8327.5,8.3275,0.7442414004914005,7411.75,7.41175,0.7723664004914005
cost-p128-q64-s45,128,64,128,45,1,1331,406,925,0.6949661908339594,21296.0,21296.0,0.0,9424.2,9424.2,0.5574661908339594,7693.9,7693.9,0.6387161908339595,7094.95,7094.95,0.6668411908339594
cost-p128-q64-s45,128,64,128,45,10,1331,406,925,0.6949661908339594,21296.0,2129.6,0.0,9424.2,942.4200000000001,0.5574661908339594,7693.9,769.39,0.6387161908339595,7094.95,709.495,0.6668411908339594
cost-p128-q64-s45,128,64,128,45,100,1331,406,925,0.6949661908339594,21296.0,212.96,0.0,9424.2,94.242,0.5574661908339594,7693.9,76.939,0.6387161908339595,7094.95,70.9495,0.6668411908339594
cost-p128-q64-s45,128,64,128,45,1000,1331,406,925,0.6949661908339594,21296.0,21.296,0.0,9424.2,9.4242,0.5574661908339594,7693.9,7.693899999999999,0.6387161908339595,7094.95,7.09495,0.6668411908339594
cost-p128-q64-s46,128,64,128,46,1,1507,406,1101,0.7305905773059058,24112.0,24112.0,0.0,9811.4,9811.4,0.5930905773059058,7852.3,7852.3,0.6743405773059058,7174.15,7174.15,0.7024655773059058
cost-p128-q64-s46,128,64,128,46,10,1507,406,1101,0.7305905773059058,24112.0,2411.2,0.0,9811.4,981.14,0.5930905773059058,7852.3,785.23,0.6743405773059058,7174.15,717.415,0.7024655773059058
cost-p128-q64-s46,128,64,128,46,100,1507,406,1101,0.7305905773059058,24112.0,241.12,0.0,9811.4,98.11399999999999,0.5930905773059058,7852.3,78.523,0.6743405773059058,7174.15,71.7415,0.7024655773059058
cost-p128-q64-s46,128,64,128,46,1000,1507,406,1101,0.7305905773059058,24112.0,24.112,0.0,9811.4,9.811399999999999,0.5930905773059058,7852.3,7.8523000000000005,0.6743405773059058,7174.15,7.17415,0.7024655773059058
cost-p128-q64-s47,128,64,128,47,1,1683,406,1277,0.7587641117052881,26928.0,26928.0,0.0,10198.6,10198.6,0.6212641117052883,8010.7,8010.7,0.7025141117052881,7253.35,7253.35,0.7306391117052883
cost-p128-q64-s47,128,64,128,47,10,1683,406,1277,0.7587641117052881,26928.0,2692.8,0.0,10198.6,1019.86,0.6212641117052883,8010.7,801.0699999999999,0.7025141117052881,7253.35,725.335,0.7306391117052883
cost-p128-q64-s47,128,64,128,47,100,1683,406,1277,0.7587641117052881,26928.0,269.28,0.0,10198.6,101.986,0.6212641117052883,8010.7,80.107,0.7025141117052881,7253.35,72.5335,0.7306391117052883
cost-p128-q64-s47,128,64,128,47,1000,1683,406,1277,0.7587641117052881,26928.0,26.928,0.0,10198.6,10.1986,0.6212641117052883,8010.7,8.0107,0.7025141117052881,7253.35,7.25335,0.7306391117052883
cost-p128-q64-s48,128,64,128,48,1,1859,406,1453,0.7816030123722432,29744.0,29744.0,0.0,10585.8,10585.8,0.6441030123722432,8169.1,8169.1,0.7253530123722431,7332.55,7332.55,0.7534780123722432
cost-p128-q64-s48,128,64,128,48,10,1859,406,1453,0.7816030123722432,29744.0,2974.4,0.0,10585.8,1058.58,0.6441030123722432,8169.1,816.9100000000001,0.7253530123722431,7332.55,733.255,0.7534780123722432
cost-p128-q64-s48,128,64,128,48,100,1859,406,1453,0.7816030123722432,29744.0,297.44,0.0,10585.8,105.85799999999999,0.6441030123722432,8169.1,81.691,0.7253530123722431,7332.55,73.3255,0.7534780123722432
cost-p128-q64-s48,128,64,128,48,1000,1859,406,1453,0.7816030123722432,29744.0,29.744,0.0,10585.8,10.585799999999999,0.6441030123722432,8169.1,8.1691,0.7253530123722431,7332.55,7.33255,0.7534780123722432
cost-p128-q64-s49,128,64,128,49,1,2035,406,1629,0.8004914004914004,32560.0,32560.0,0.0,10973.0,10973.0,0.6629914004914005,8327.5,8327.5,0.7442414004914005,7411.75,7411.75,0.7723664004914005
cost-p128-q64-s49,128,64,128,49,10,2035,406,1629,0.8004914004914004,32560.0,3256.0,0.0,10973.0,1097.3,0.6629914004914005,8327.5,832.75,0.7442414004914005,7411.75,741.175,0.7723664004914005
cost-p128-q64-s49,128,64,128,49,100,2035,406,1629,0.8004914004914004,32560.0,325.6,0.0,10973.0,109.73,0.6629914004914005,8327.5,83.275,0.7442414004914005,7411.75,74.1175,0.7723664004914005
cost-p128-q64-s49,128,64,128,49,1000,2035,406,1629,0.8004914004914004,32560.0,32.56,0.0,10973.0,10.973,0.6629914004914005,8327.5,8.3275,0.7442414004914005,7411.75,7.41175,0.7723664004914005
cost-p128-q64-s50,128,64,128,50,1,1331,406,925,0.6949661908339594,21296.0,21296.0,0.0,9424.2,9424.2,0.5574661908339594,7693.9,7693.9,0.6387161908339595,7094.95,7094.95,0.6668411908339594
cost-p128-q64-s50,128,64,128,50,10,1331,406,925,0.6949661908339594,21296.0,2129.6,0.0,9424.2,942.4200000000001,0.5574661908339594,7693.9,769.39,0.6387161908339595,7094.95,709.495,0.6668411908339594
cost-p128-q64-s50,128,64,128,50,100,1331,406,925,0.6949661908339594,21296.0,212.96,0.0,9424.2,94.242,0.5574661908339594,7693.9,76.939,0.6387161908339595,7094.95,70.9495,0.6668411908339594
cost-p128-q64-s50,128,64,128,50,1000,1331,406,925,0.6949661908339594,21296.0,21.296,0.0,9424.2,9.4242,0.5574661908339594,7693.9,7.693899999999999,0.6387161908339595,7094.95,7.09495,0.6668411908339594
cost-p128-q64-s51,128,64,128,51,1,1507,406,1101,0.7305905773059058,24112.0,24112.0,0.0,9811.4,9811.4,0.5930905773059058,7852.3,7852.3,0.6743405773059058,7174.15,7174.15,0.7024655773059058
cost-p128-q64-s51,128,64,128,51,10,1507,406,1101,0.7305905773059058,24112.0,2411.2,0.0,9811.4,981.14,0.5930905773059058,7852.3,785.23,0.6743405773059058,7174.15,717.415,0.7024655773059058
cost-p128-q64-s51,128,64,128,51,100,1507,406,1101,0.7305905773059058,24112.0,241.12,0.0,9811.4,98.11399999999999,0.5930905773059058,7852.3,78.523,0.6743405773059058,7174.15,71.7415,0.7024655773059058
cost-p128-q64-s51,128,64,128,51,1000,1507,406,1101,0.7305905773059058,24112.0,24.112,0.0,9811.4,9.811399999999999,0.5930905773059058,7852.3,7.8523000000000005,0.6743405773059058,7174.15,7.17415,0.7024655773059058
cost-p128-q64-s52,128,64,128,52,1,1683,406,1277,0.7587641117052881,26928.0,26928.0,0.0,10198.6,10198.6,0.6212641117052883,8010.7,8010.7,0.7025141117052881,7253.35,7253.35,0.7306391117052883
cost-p128-q64-s52,128,64,128,52,10,1683,406,1277,0.7587641117052881,26928.0,2692.8,0.0,10198.6,1019.86,0.6212641117052883,8010.7,801.0699999999999,0.7025141117052881,7253.35,725.335,0.7306391117052883
cost-p128-q64-s52,128,64,128,52,100,1683,406,1277,0.7587641117052881,26928.0,269.28,0.0,10198.6,101.986,0.6212641117052883,8010.7,80.107,0.7025141117052881,7253.35,72.5335,0.7306391117052883
cost-p128-q64-s52,128,64,128,52,1000,1683,406,1277,0.7587641117052881,26928.0,26.928,0.0,10198.6,10.1986,0.6212641117052883,8010.7,8.0107,0.7025141117052881,7253.35,7.25335,0.7306391117052883
cost-p128-q64-s53,128,64,128,53,1,1859,406,1453,0.7816030123722432,29744.0,29744.0,0.0,10585.8,10585.8,0.6441030123722432,8169.1,8169.1,0.7253530123722431,7332.55,7332.55,0.7534780123722432
cost-p128-q64-s53,128,64,128,53,10,1859,406,1453,0.7816030123722432,29744.0,2974.4,0.0,10585.8,1058.58,0.6441030123722432,8169.1,816.9100000000001,0.7253530123722431,7332.55,733.255,0.7534780123722432
cost-p128-q64-s53,128,64,128,53,100,1859,406,1453,0.7816030123722432,29744.0,297.44,0.0,10585.8,105.85799999999999,0.6441030123722432,8169.1,81.691,0.7253530123722431,7332.55,73.3255,0.7534780123722432
cost-p128-q64-s53,128,64,128,53,1000,1859,406,1453,0.7816030123722432,29744.0,29.744,0.0,10585.8,10.585799999999999,0.6441030123722432,8169.1,8.1691,0.7253530123722431,7332.55,7.33255,0.7534780123722432
cost-p128-q64-s54,128,64,128,54,1,2035,406,1629,0.8004914004914004,32560.0,32560.0,0.0,10973.0,10973.0,0.6629914004914005,8327.5,8327.5,0.7442414004914005,7411.75,7411.75,0.7723664004914005
cost-p128-q64-s54,128,64,128,54,10,2035,406,1629,0.8004914004914004,32560.0,3256.0,0.0,10973.0,1097.3,0.6629914004914005,8327.5,832.75,0.7442414004914005,7411.75,741.175,0.7723664004914005
cost-p128-q64-s54,128,64,128,54,100,2035,406,1629,0.8004914004914004,32560.0,325.6,0.0,10973.0,109.73,0.6629914004914005,8327.5,83.275,0.7442414004914005,7411.75,74.1175,0.7723664004914005
cost-p128-q64-s54,128,64,128,54,1000,2035,406,1629,0.8004914004914004,32560.0,32.56,0.0,10973.0,10.973,0.6629914004914005,8327.5,8.3275,0.7442414004914005,7411.75,7.41175,0.7723664004914005
cost-p128-q64-s55,128,64,128,55,1,1331,406,925,0.6949661908339594,21296.0,21296.0,0.0,9424.2,9424.2,0.5574661908339594,7693.9,7693.9,0.6387161908339595,7094.95,7094.95,0.6668411908339594
cost-p128-q64-s55,128,64,128,55,10,1331,406,925,0.6949661908339594,21296.0,2129.6,0.0,9424.2,942.4200000000001,0.5574661908339594,7693.9,769.39,0.6387161908339595,7094.95,709.495,0.6668411908339594
cost-p128-q64-s55,128,64,128,55,100,1331,406,925,0.6949661908339594,21296.0,212.96,0.0,9424.2,94.242,0.5574661908339594,7693.9,76.939,0.6387161908339595,7094.95,70.9495,0.6668411908339594
cost-p128-q64-s55,128,64,128,55,1000,1331,406,925,0.6949661908339594,21296.0,21.296,0.0,9424.2,9.4242,0.5574661908339594,7693.9,7.693899999999999,0.6387161908339595,7094.95,7.09495,0.6668411908339594
cost-p128-q64-s56,128,64,128,56,1,1507,406,1101,0.7305905773059058,24112.0,24112.0,0.0,9811.4,9811.4,0.5930905773059058,7852.3,7852.3,0.6743405773059058,7174.15,7174.15,0.7024655773059058
cost-p128-q64-s56,128,64,128,56,10,1507,406,1101,0.7305905773059058,24112.0,2411.2,0.0,9811.4,981.14,0.5930905773059058,7852.3,785.23,0.6743405773059058,7174.15,717.415,0.7024655773059058
cost-p128-q64-s56,128,64,128,56,100,1507,406,1101,0.7305905773059058,24112.0,241.12,0.0,9811.4,98.11399999999999,0.5930905773059058,7852.3,78.523,0.6743405773059058,7174.15,71.7415,0.7024655773059058
cost-p128-q64-s56,128,64,128,56,1000,1507,406,1101,0.7305905773059058,24112.0,24.112,0.0,9811.4,9.811399999999999,0.5930905773059058,7852.3,7.8523000000000005,0.6743405773059058,7174.15,7.17415,0.7024655773059058
cost-p128-q64-s57,128,64,128,57,1,1683,406,1277,0.7587641117052881,26928.0,26928.0,0.0,10198.6,10198.6,0.6212641117052883,8010.7,8010.7,0.7025141117052881,7253.35,7253.35,0.7306391117052883
cost-p128-q64-s57,128,64,128,57,10,1683,406,1277,0.7587641117052881,26928.0,2692.8,0.0,10198.6,1019.86,0.6212641117052883,8010.7,801.0699999999999,0.7025141117052881,7253.35,725.335,0.7306391117052883
cost-p128-q64-s57,128,64,128,57,100,1683,406,1277,0.7587641117052881,26928.0,269.28,0.0,10198.6,101.986,0.6212641117052883,8010.7,80.107,0.7025141117052881,7253.35,72.5335,0.7306391117052883
cost-p128-q64-s57,128,64,128,57,1000,1683,406,1277,0.7587641117052881,26928.0,26.928,0.0,10198.6,10.1986,0.6212641117052883,8010.7,8.0107,0.7025141117052881,7253.35,7.25335,0.7306391117052883
cost-p128-q64-s58,128,64,128,58,1,1859,406,1453,0.7816030123722432,29744.0,29744.0,0.0,10585.8,10585.8,0.6441030123722432,8169.1,8169.1,0.7253530123722431,7332.55,7332.55,0.7534780123722432
